,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold
52,90,RM,110.0,8472,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,GasA,TA,N,SBrkr,816,0,0,2,1,TA,5,Typ,0,,CarPort,Unf,516,TA,TA,Y,106,0,,,,0,2010,WD,Normal,110000,1632,0,2.0,0.5,-0.8660254037844387
53,20,RL,68.0,50271,Pave,,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,GasA,Gd,Y,SBrkr,1842,0,0,0,1,Gd,5,Typ,1,Gd,Attchd,Fin,894,TA,TA,Y,857,0,,,,0,2006,WD,Normal,385000,3684,72,2.5,-0.5000000000000004,0.8660254037844384
54,80,RL,60.0,7134,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,GasA,TA,Y,SBrkr,1360,0,0,3,1,TA,6,Min1,1,TA,Detchd,Unf,572,TA,TA,Y,0,0,,MnPrv,,0,2007,WD,Normal,130000,1744,50,1.0,0.8660254037844386,0.5000000000000001
55,20,RL,100.0,10175,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,GasA,Gd,Y,SBrkr,1425,0,0,3,1,TA,7,Typ,1,Gd,Attchd,RFn,576,TA,TA,Y,0,0,,,,0,2008,WD,Normal,180500,2850,407,2.0,-0.4999999999999997,-0.8660254037844388
56,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,GasA,Ex,Y,SBrkr,983,756,0,3,1,Gd,7,Typ,0,,Attchd,Fin,480,TA,TA,Y,115,0,,,,0,2009,WD,Abnorml,172500,2709,0,3.5,-0.8660254037844384,-0.5000000000000004
57,60,RL,89.0,11645,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,GasA,Ex,Y,SBrkr,860,860,0,3,1,Gd,7,Typ,0,,Attchd,RFn,565,TA,TA,Y,0,0,,,,0,2006,WD,Normal,196500,2580,70,2.5,-0.8660254037844384,-0.5000000000000004
58,60,RL,66.0,13682,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,GasA,Ex,Y,SBrkr,1426,1519,0,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,641,TA,TA,Y,192,0,,,,0,2006,New,Partial,438780,4355,37,3.5,-0.8660254037844386,0.5000000000000001
59,20,RL,60.0,7200,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,GasA,Ex,Y,SBrkr,780,0,0,2,1,TA,4,Typ,0,,Detchd,Unf,352,TA,TA,Y,196,0,,MnPrv,,0,2008,WD,Normal,124900,1560,0,1.0,0.5,0.8660254037844387
60,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,GasA,Ex,Y,SBrkr,1158,0,0,3,1,Gd,5,Typ,0,,Detchd,Unf,576,TA,TA,Y,0,0,,,,0,2006,New,Partial,158000,2316,50,2.5,0.5,-0.8660254037844387
61,75,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,GasA,TA,N,SBrkr,581,530,0,3,1,Fa,6,Typ,0,,Detchd,Unf,288,TA,TA,N,0,0,,,,0,2007,WD,Normal,101000,1641,144,1.0,1.0,6.123233995736766e-17
62,120,RL,44.0,6442,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,GasA,Ex,Y,SBrkr,1370,0,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,484,TA,TA,Y,120,0,,,,0,2007,WD,Normal,202500,2740,49,2.0,-0.8660254037844386,0.5000000000000001
63,70,RM,50.0,10300,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,902,808,0,3,1,TA,9,Typ,0,,Detchd,Unf,480,TA,TA,Y,12,0,,GdPrv,,0,2010,WD,Normal,140000,2286,75,2.0,0.8660254037844387,-0.4999999999999998
64,60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,GasA,Ex,Y,SBrkr,1057,977,0,3,1,Gd,8,Typ,0,,Attchd,RFn,645,TA,TA,Y,576,0,,GdPrv,,0,2009,WD,Normal,219500,3091,36,3.5,0.8660254037844386,0.5000000000000001
65,60,RL,76.0,9591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,GasA,Ex,Y,SBrkr,1143,1330,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,852,TA,TA,Y,192,0,,,,0,2007,WD,Normal,317000,3616,151,2.5,-0.8660254037844386,0.5000000000000001
66,20,RL,,19900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,GasA,TA,Y,SBrkr,2207,0,0,3,1,TA,7,Min1,1,Gd,Attchd,RFn,576,TA,TA,Y,301,0,,,,0,2010,WD,Normal,180000,4154,0,3.0,-0.4999999999999997,-0.8660254037844388
67,20,RL,72.0,10665,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,GasA,Ex,Y,SBrkr,1479,0,0,3,1,Gd,7,Typ,0,,Attchd,RFn,558,TA,TA,Y,144,0,,,,0,2007,WD,Normal,226000,2932,29,3.0,1.2246467991473532e-16,-1.0
68,30,RM,47.0,4608,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,GasA,TA,Y,SBrkr,747,0,0,2,1,TA,4,Typ,0,,Attchd,Unf,220,TA,TA,Y,0,0,,,,0,2010,WD,Normal,80000,1494,0,1.0,1.2246467991473532e-16,-1.0
69,50,RL,81.0,15593,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,GasW,TA,Y,SBrkr,1304,983,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,667,TA,TA,Y,0,0,,,,0,2006,WD,Normal,225000,3591,135,2.0,-0.4999999999999997,-0.8660254037844388
70,20,RL,95.0,13651,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,GasA,Ex,Y,SBrkr,2223,0,0,3,1,TA,8,Typ,2,Gd,Attchd,Fin,516,TA,TA,Y,300,0,,,,0,2007,WD,Normal,244000,4446,0,3.0,0.8660254037844386,0.5000000000000001
71,20,RL,69.0,7599,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,GasA,TA,Y,SBrkr,845,0,0,2,1,TA,4,Typ,0,,Detchd,Unf,360,TA,TA,Y,0,0,,,,0,2007,WD,Normal,129500,1690,0,2.0,1.2246467991473532e-16,-1.0
72,60,RL,74.0,10141,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,GasA,Gd,Y,SBrkr,885,833,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,427,TA,TA,Y,0,0,,,,0,2009,WD,Normal,185000,2550,385,2.5,-2.4492935982947064e-16,1.0
73,20,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,GasA,Gd,Y,SBrkr,1086,0,0,3,1,TA,6,Typ,0,,Attchd,Unf,490,TA,TA,Y,0,0,,GdWo,,0,2010,WD,Normal,144900,2172,0,2.0,0.5,-0.8660254037844387
74,50,RM,60.0,5790,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,GasA,Gd,N,SBrkr,840,765,0,3,2,TA,8,Typ,0,,Detchd,Unf,379,TA,TA,Y,0,0,,,,0,2010,WD,Normal,107400,2445,202,2.0,0.5,-0.8660254037844387
75,180,RM,21.0,1596,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,GasA,TA,Y,SBrkr,526,462,0,2,1,TA,5,Typ,0,,BuiltIn,Unf,297,TA,TA,Y,120,0,,GdWo,,0,2009,WD,Normal,91000,1450,101,2.0,-0.5000000000000004,0.8660254037844384
76,20,RL,,8475,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,GasA,Ex,Y,FuseA,952,0,0,2,1,TA,4,Typ,0,,Detchd,Unf,283,TA,TA,Y,0,0,,,,0,2008,WD,Normal,135750,1904,0,1.0,0.8660254037844387,-0.4999999999999998
77,50,RM,50.0,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,GasA,TA,Y,SBrkr,1072,213,0,2,1,TA,6,Min1,0,,Detchd,Unf,240,TA,TA,Y,0,0,,MnPrv,,0,2008,WD,Normal,127000,1957,0,2.0,0.5,0.8660254037844387
78,90,RL,72.0,10778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,GasA,TA,N,SBrkr,1768,0,0,4,2,TA,8,Typ,0,,,,0,,,Y,0,0,,,,0,2010,WD,Normal,136500,3536,0,2.0,0.8660254037844387,-0.4999999999999998
79,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,GasA,Gd,Y,SBrkr,682,548,0,2,1,TA,5,Typ,0,,Detchd,Unf,440,TA,TA,Y,74,0,,MnPrv,,0,2009,WD,Normal,110000,1670,128,1.5,0.5,-0.8660254037844387
80,60,RL,100.0,13000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,GasA,TA,Y,SBrkr,1182,960,0,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,509,TA,TA,Y,0,0,,,,0,2009,WD,Normal,193500,3038,324,2.5,1.2246467991473532e-16,-1.0
81,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,GasA,Ex,Y,SBrkr,1337,0,0,2,1,TA,5,Typ,0,,Attchd,Fin,405,TA,TA,Y,0,0,,,,0,2006,WD,Normal,153500,2574,199,3.0,1.0,6.123233995736766e-17
82,20,RL,78.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,GasA,Ex,Y,SBrkr,1563,0,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,758,TA,TA,Y,144,0,,,,0,2008,WD,Normal,245000,3126,99,2.0,-0.8660254037844386,0.5000000000000001
83,20,RL,80.0,8892,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,GasA,Gd,Y,SBrkr,1065,0,0,3,1,TA,6,Typ,0,,Detchd,Unf,461,TA,TA,Y,74,0,,,,0,2007,COD,Normal,126500,2130,0,1.5,-0.4999999999999997,-0.8660254037844388
84,80,RL,,8530,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,GasA,Gd,Y,SBrkr,804,670,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,400,TA,TA,Y,120,0,,,Shed,700,2009,WD,Normal,168500,1858,72,2.5,0.5,-0.8660254037844387
85,60,RL,121.0,16059,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,GasA,Ex,Y,SBrkr,1301,1116,0,4,1,Gd,9,Typ,1,TA,Attchd,Unf,462,TA,TA,Y,127,0,,,,0,2006,WD,Normal,260000,3705,82,2.5,0.8660254037844387,-0.4999999999999998
86,60,RL,122.0,11911,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,GasA,Ex,Y,SBrkr,684,876,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,400,TA,TA,Y,100,0,,,,0,2009,WD,Normal,174000,2244,38,2.5,1.0,6.123233995736766e-17
87,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,GasA,Ex,Y,SBrkr,612,612,0,2,1,Gd,4,Typ,0,,Detchd,RFn,528,TA,TA,Y,0,0,,,,0,2009,New,Partial,164500,1836,234,2.5,1.2246467991473532e-16,-1.0
88,50,C (all),105.0,8470,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,GasA,TA,N,SBrkr,1013,0,513,2,1,Fa,6,Typ,0,,,,0,,,N,0,0,,MnPrv,,0,2009,ConLD,Abnorml,85000,2539,156,1.0,-0.8660254037844386,0.5000000000000001
89,20,RL,60.0,8070,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,GasA,Ex,Y,SBrkr,990,0,0,3,1,TA,5,Typ,0,,,,0,,,Y,0,0,,,,0,2007,WD,Normal,123600,1980,0,2.0,-0.8660254037844384,-0.5000000000000004
90,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,FuseA,1040,0,0,2,1,TA,4,Typ,0,,Detchd,Unf,420,TA,TA,Y,0,0,,,,0,2006,WD,Normal,109900,1040,29,1.0,-0.4999999999999997,-0.8660254037844388
91,20,RL,85.0,8500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,GasA,TA,Y,SBrkr,1235,0,0,2,1,TA,6,Typ,0,,Attchd,Unf,480,TA,TA,Y,0,0,,GdWo,,0,2006,WD,Abnorml,98600,2470,0,1.0,-2.4492935982947064e-16,1.0
92,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,GasA,Ex,Y,SBrkr,964,0,0,2,1,TA,5,Typ,0,,Detchd,Unf,432,TA,TA,Y,0,0,,,,0,2009,WD,Normal,163500,1840,44,2.0,-0.8660254037844384,-0.5000000000000004
93,190,C (all),60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,GasW,Ex,N,SBrkr,1260,1031,0,4,2,TA,9,Typ,1,Gd,Detchd,Unf,506,TA,TA,Y,0,0,,,,0,2007,WD,Normal,133900,3505,99,2.5,-0.5000000000000004,0.8660254037844384
94,60,RL,69.0,9337,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,GasA,Ex,Y,SBrkr,905,881,0,3,1,Gd,7,Typ,0,,Attchd,RFn,684,TA,TA,Y,0,0,,,,0,2007,WD,Normal,204750,2610,162,3.5,0.5,-0.8660254037844387
95,60,RL,,9765,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,GasA,Gd,Y,SBrkr,680,790,0,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,420,TA,TA,Y,232,0,,,Shed,480,2009,WD,Normal,185000,2150,63,2.5,0.8660254037844387,-0.4999999999999998
96,20,RL,78.0,10264,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,GasA,Ex,Y,SBrkr,1588,0,0,3,1,Gd,6,Typ,0,,Attchd,RFn,472,TA,TA,Y,158,0,,,,0,2006,WD,Normal,214000,3176,29,2.0,-0.8660254037844384,-0.5000000000000004
97,20,RL,73.0,10921,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,GasA,TA,Y,FuseF,960,0,0,3,1,TA,6,Typ,0,,Attchd,Fin,432,TA,TA,P,120,0,,,,0,2007,WD,Normal,94750,1920,0,2.0,0.5,-0.8660254037844387
98,30,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,GasA,Fa,N,SBrkr,835,0,0,2,1,TA,5,Typ,0,,Basment,Unf,366,Fa,TA,Y,0,0,,,Shed,400,2010,COD,Abnorml,83000,1293,77,1.0,0.5,-0.8660254037844387
99,20,RL,77.0,9320,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,GasA,Fa,Y,SBrkr,1225,0,0,3,1,TA,6,Typ,0,,,,0,,,Y,352,0,,,Shed,400,2010,WD,Normal,128950,2175,0,2.5,0.5,0.8660254037844387
100,20,RL,,10603,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,GasA,Gd,Y,SBrkr,1610,0,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,480,TA,TA,Y,168,0,,,,0,2010,WD,Normal,205000,3220,68,3.0,0.8660254037844386,0.5000000000000001
101,60,RL,77.0,9206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,GasA,TA,Y,SBrkr,977,755,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,476,TA,TA,Y,192,0,,,,0,2010,WD,Normal,178000,2473,46,2.5,1.2246467991473532e-16,-1.0
102,90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Fa,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,1535,0,0,4,2,TA,8,Typ,0,,Attchd,Unf,410,TA,TA,Y,0,0,,,,0,2009,WD,Alloca,118964,1535,0,2.0,1.2246467991473532e-16,-1.0
103,20,RL,94.0,10402,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,GasA,Ex,Y,SBrkr,1226,0,0,3,1,Gd,6,Typ,0,,Attchd,RFn,740,TA,TA,Y,0,0,,,,0,2010,WD,Normal,198900,2452,36,2.0,0.5,-0.8660254037844387
104,50,RM,,7758,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,GasA,Ex,Y,FuseF,1226,592,0,4,1,TA,7,Typ,2,TA,Detchd,Unf,240,TA,TA,Y,0,0,,,,0,2007,WD,Normal,169500,2858,184,1.5,1.2246467991473532e-16,-1.0
105,60,FV,75.0,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,GasA,Ex,Y,SBrkr,1053,939,0,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,648,TA,TA,Y,140,0,,,,0,2008,WD,Normal,250000,3045,45,2.5,-0.8660254037844384,-0.5000000000000004
