Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,Remodeled,Age,Isnew
61,20,RL,63.0,13072,Pave,3,Lvl,AllPub,Inside,2,2,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,PConc,2.0,2.0,0.0,4.0,941,1.0,0,217,1158,GasA,4,1,SBrkr,0,0,1158,1,0,1,1,3,1,2,5,1,0,Detchd,0.0,576,2.0,2.0,2,0,50,0,0,0,0,0,5,New,Partial,158000,0,2,0
62,75,RM,60.0,7200,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,BrkTil,1.0,1.0,0.0,0.0,0,1.0,0,530,530,GasA,2,0,SBrkr,530,0,1111,0,0,1,0,3,1,0,6,1,0,Detchd,0.0,288,2.0,2.0,0,0,0,144,0,0,0,0,3,WD,Normal,101000,1,11,0
63,120,RL,44.0,6442,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,178.0,2,2,PConc,2.0,3.0,1.0,5.0,24,1.0,0,1346,1370,GasA,4,1,SBrkr,0,0,1370,0,0,2,0,2,1,2,6,1,1,Attchd,1.0,484,2.0,2.0,2,120,49,0,0,0,0,0,10,WD,Normal,202500,0,1,0
64,70,RM,50.0,10300,Pave,2,Bnk,AllPub,Inside,2,1,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,576,576,GasA,3,1,SBrkr,808,0,1710,0,0,2,0,3,1,1,9,1,0,Detchd,0.0,480,2.0,2.0,2,12,11,64,0,0,0,0,4,WD,Normal,140000,1,60,0
65,60,RL,,9375,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,573.0,1,2,PConc,2.0,2.0,0.0,5.0,739,1.0,0,318,1057,GasA,4,1,SBrkr,977,0,2034,1,0,2,1,3,1,2,8,1,0,Attchd,1.0,645,2.0,2.0,2,576,36,0,0,0,0,0,2,WD,Normal,219500,1,11,0
66,60,RL,76.0,9591,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,344.0,2,2,PConc,3.0,2.0,2.0,0.0,0,1.0,0,1143,1143,GasA,4,1,SBrkr,1330,0,2473,0,0,2,1,4,1,2,9,1,1,BuiltIn,1.0,852,2.0,2.0,2,192,151,0,0,0,0,0,10,WD,Normal,317000,1,2,0
67,20,RL,,19900,Pave,3,Lvl,AllPub,Inside,2,2,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,287.0,1,2,CBlock,2.0,2.0,3.0,5.0,912,1.0,0,1035,1947,GasA,2,1,SBrkr,0,0,2207,1,0,2,0,3,1,1,7,6,1,Attchd,1.0,576,2.0,2.0,2,301,0,0,0,0,0,0,7,WD,Normal,180000,1,21,0
68,20,RL,72.0,10665,Pave,2,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,167.0,2,2,PConc,2.0,2.0,2.0,5.0,1013,1.0,0,440,1453,GasA,4,1,SBrkr,0,0,1479,1,0,2,0,3,1,2,7,1,0,Attchd,1.0,558,2.0,2.0,2,144,29,0,0,0,0,0,6,WD,Normal,226000,0,4,0
69,30,RM,47.0,4608,Pave,3,Lvl,AllPub,Corner,2,1,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,0.0,1,3,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,747,747,GasA,2,1,SBrkr,0,0,747,0,0,1,0,2,1,1,4,1,0,Attchd,0.0,220,2.0,2.0,2,0,0,0,0,0,0,0,6,WD,Normal,80000,1,60,0
70,50,RL,81.0,15593,Pave,3,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,0.0,2,2,CBlock,1.0,2.0,0.0,3.0,603,1.0,0,701,1304,GasW,2,1,SBrkr,983,0,2287,0,0,2,0,3,1,1,7,1,1,Attchd,2.0,667,2.0,2.0,2,0,21,114,0,0,0,0,7,WD,Normal,225000,0,53,0
71,20,RL,95.0,13651,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,1115.0,1,3,CBlock,2.0,2.0,3.0,4.0,1880,1.0,0,343,2223,GasA,4,1,SBrkr,0,0,2223,1,0,2,0,3,1,1,8,1,2,Attchd,2.0,516,2.0,2.0,2,300,0,0,0,0,0,0,2,WD,Normal,244000,0,34,0
72,20,RL,69.0,7599,Pave,3,Lvl,AllPub,Corner,2,1,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,565,1.0,0,280,845,GasA,2,1,SBrkr,0,0,845,1,0,1,0,2,1,1,4,1,0,Detchd,0.0,360,2.0,2.0,2,0,0,0,0,0,0,0,6,WD,Normal,129500,1,1,0
73,60,RL,74.0,10141,Pave,2,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,40.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,832,832,GasA,3,1,SBrkr,833,0,1718,0,0,2,1,3,1,1,7,1,1,Attchd,2.0,427,2.0,2.0,2,0,94,0,0,291,0,0,12,WD,Normal,185000,0,11,0
74,20,RL,85.0,10200,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,104.0,1,2,CBlock,1.0,2.0,0.0,4.0,320,3.0,362,404,1086,GasA,3,1,SBrkr,0,0,1086,1,0,1,0,3,1,1,6,1,0,Attchd,0.0,490,2.0,2.0,2,0,0,0,0,0,0,0,5,WD,Normal,144900,1,7,0
75,50,RM,60.0,5790,Pave,3,Lvl,AllPub,Corner,2,1,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,0.0,2,3,CBlock,0.0,2.0,0.0,0.0,0,1.0,0,840,840,GasA,3,0,SBrkr,765,0,1605,0,0,2,0,3,2,1,8,1,0,Detchd,0.0,379,2.0,2.0,2,0,0,202,0,0,0,0,5,WD,Normal,107400,1,60,0
76,180,RM,21.0,1596,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,0.0,1,2,CBlock,2.0,2.0,3.0,5.0,462,1.0,0,0,462,GasA,2,1,SBrkr,462,0,988,1,0,1,0,2,1,1,5,1,0,BuiltIn,0.0,297,2.0,2.0,2,120,101,0,0,0,0,0,11,WD,Normal,91000,0,36,0
77,20,RL,,8475,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,228,1.0,0,724,952,GasA,4,1,FuseA,0,0,952,0,0,1,0,2,1,1,4,1,0,Detchd,0.0,283,2.0,2.0,2,0,0,0,0,0,0,0,4,WD,Normal,135750,0,52,0
78,50,RM,50.0,8635,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,336,5.0,41,295,672,GasA,2,1,SBrkr,213,0,1285,1,0,1,0,2,1,1,6,6,0,Detchd,0.0,240,2.0,2.0,2,0,0,0,0,0,0,0,1,WD,Normal,127000,1,7,0
79,90,RL,72.0,10778,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,1768,1768,GasA,2,0,SBrkr,0,0,1768,0,0,2,0,4,2,1,8,1,0,,,0,,,2,0,0,0,0,0,0,0,4,WD,Normal,136500,0,42,0
80,50,RM,60.0,10440,Pave,3,Lvl,AllPub,Corner,2,1,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,PConc,1.0,2.0,0.0,0.0,0,1.0,0,440,440,GasA,3,1,SBrkr,548,0,1230,0,0,1,1,2,1,1,5,1,0,Detchd,0.0,440,2.0,2.0,2,74,0,128,0,0,0,0,5,WD,Normal,110000,1,28,0
81,60,RL,100.0,13000,Pave,3,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,576.0,1,3,CBlock,2.0,2.0,0.0,2.0,448,1.0,0,448,896,GasA,2,1,SBrkr,960,0,2142,0,0,2,1,4,1,2,8,1,1,Attchd,2.0,509,2.0,2.0,2,0,72,0,0,252,0,0,6,WD,Normal,193500,0,41,0
82,120,RM,32.0,4500,Pave,3,Lvl,AllPub,FR2,2,1,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,443.0,1,3,PConc,3.0,3.0,0.0,5.0,1201,1.0,0,36,1237,GasA,4,1,SBrkr,0,0,1337,1,0,2,0,2,1,1,5,1,0,Attchd,2.0,405,2.0,2.0,2,0,199,0,0,0,0,0,3,WD,Normal,153500,0,8,0
83,20,RL,78.0,10206,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,468.0,1,2,PConc,2.0,2.0,0.0,5.0,33,1.0,0,1530,1563,GasA,4,1,SBrkr,0,0,1563,0,0,2,0,3,1,2,6,1,1,Attchd,1.0,758,2.0,2.0,2,144,99,0,0,0,0,0,10,WD,Normal,245000,0,1,0
84,20,RL,80.0,8892,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,66.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,1065,1065,GasA,3,1,SBrkr,0,0,1065,0,0,1,1,3,1,1,6,1,0,Detchd,0.0,461,2.0,2.0,2,74,0,0,0,0,0,0,7,COD,Normal,126500,0,47,0
85,80,RL,,8530,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,22.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,384,384,GasA,3,1,SBrkr,670,0,1474,0,0,2,1,3,1,1,7,1,1,BuiltIn,2.0,400,2.0,2.0,2,120,72,0,0,0,0,700,5,WD,Normal,168500,1,13,0
86,60,RL,121.0,16059,Pave,3,Lvl,AllPub,Corner,2,1,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,284.0,2,2,CBlock,2.0,2.0,0.0,0.0,0,1.0,0,1288,1288,GasA,4,1,SBrkr,1116,0,2417,0,0,2,1,4,1,2,9,1,1,Attchd,0.0,462,2.0,2.0,2,127,82,0,0,0,0,0,4,WD,Normal,260000,1,14,0
87,60,RL,122.0,11911,Pave,1,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,684,684,GasA,4,1,SBrkr,876,0,1560,0,0,2,1,3,1,2,6,1,1,BuiltIn,2.0,400,2.0,2.0,2,100,38,0,0,0,0,0,3,WD,Normal,174000,0,4,0
88,160,FV,40.0,3951,Pave,3,Lvl,AllPub,Corner,2,1,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,76.0,2,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,612,612,GasA,4,1,SBrkr,612,0,1224,0,0,2,1,2,1,2,4,1,0,Detchd,1.0,528,2.0,2.0,2,0,234,0,0,0,0,0,6,New,Partial,164500,0,0,1
89,50,C (all),105.0,8470,Pave,2,Lvl,AllPub,Corner,2,2,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,0.0,0,1,CBlock,1.0,1.0,0.0,0.0,0,1.0,0,1013,1013,GasA,2,0,SBrkr,0,513,1526,0,0,1,0,2,1,0,6,1,0,,,0,,,0,0,0,156,0,0,0,0,10,ConLD,Abnorml,85000,1,27,0
90,20,RL,60.0,8070,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,PConc,2.0,2.0,0.0,5.0,588,1.0,0,402,990,GasA,4,1,SBrkr,0,0,990,1,0,1,0,3,1,1,5,1,0,,,0,,,2,0,0,0,0,0,0,0,8,WD,Normal,123600,1,12,0
91,20,RL,60.0,7200,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,0.0,1,2,Slab,,,,,0,,0,0,0,GasA,2,1,FuseA,0,0,1040,0,0,1,0,2,1,1,4,1,0,Detchd,0.0,420,2.0,2.0,2,0,29,0,0,0,0,0,7,WD,Normal,109900,0,56,0
92,20,RL,85.0,8500,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,203.0,1,2,CBlock,1.0,2.0,0.0,2.0,600,1.0,0,635,1235,GasA,2,1,SBrkr,0,0,1235,0,0,1,0,2,1,1,6,1,0,Attchd,0.0,480,2.0,2.0,2,0,0,0,0,0,0,0,12,WD,Abnorml,98600,0,45,0
93,30,RL,80.0,13360,Pave,2,HLS,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,3,BrkTil,2.0,2.0,0.0,4.0,713,1.0,0,163,876,GasA,4,1,SBrkr,0,0,964,1,0,1,0,2,1,1,5,1,0,Detchd,0.0,432,2.0,2.0,2,0,0,44,0,0,0,0,8,WD,Normal,163500,1,3,0
94,190,C (all),60.0,7200,Pave,3,Lvl,AllPub,Corner,2,1,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,0.0,1,2,BrkTil,1.0,1.0,1.0,2.0,1046,1.0,0,168,1214,GasW,4,0,SBrkr,1031,0,2291,0,1,2,0,4,2,1,9,1,1,Detchd,0.0,506,2.0,2.0,2,0,0,0,0,99,0,0,11,WD,Normal,133900,1,9,0
95,60,RL,69.0,9337,Pave,2,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,3,PConc,2.0,2.0,0.0,5.0,648,1.0,0,176,824,GasA,4,1,SBrkr,881,0,1786,1,0,2,1,3,1,2,7,1,0,Attchd,1.0,684,2.0,2.0,2,0,162,0,0,0,0,0,5,WD,Normal,204750,0,10,0
96,60,RL,,9765,Pave,1,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,68.0,3,3,PConc,2.0,3.0,0.0,4.0,310,1.0,0,370,680,GasA,3,1,SBrkr,790,0,1470,0,0,2,1,3,1,1,6,1,1,BuiltIn,2.0,420,2.0,2.0,2,232,63,0,0,0,0,480,4,WD,Normal,185000,0,16,0
97,20,RL,78.0,10264,Pave,2,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,183.0,2,2,PConc,2.0,2.0,2.0,4.0,1162,1.0,0,426,1588,GasA,4,1,SBrkr,0,0,1588,0,0,2,0,3,1,2,6,1,0,Attchd,1.0,472,2.0,2.0,2,158,29,0,0,0,0,0,8,WD,Normal,214000,0,7,0
98,20,RL,73.0,10921,Pave,3,HLS,AllPub,Inside,2,3,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,48.0,1,2,CBlock,1.0,2.0,0.0,2.0,520,1.0,0,440,960,GasA,2,1,FuseF,0,0,960,1,0,1,0,3,1,1,6,1,0,Attchd,2.0,432,2.0,2.0,1,120,0,0,0,0,0,0,5,WD,Normal,94750,0,42,0
99,30,RL,85.0,10625,Pave,3,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,BrkTil,1.0,2.0,0.0,4.0,108,1.0,0,350,458,GasA,1,0,SBrkr,0,0,835,0,0,1,0,2,1,1,5,1,0,Basment,0.0,366,1.0,2.0,2,0,0,77,0,0,0,400,5,COD,Abnorml,83000,1,60,0
100,20,RL,77.0,9320,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,569,1.0,0,381,950,GasA,1,1,SBrkr,0,0,1225,1,0,1,1,3,1,1,6,1,0,,,0,,,2,352,0,0,0,0,0,400,1,WD,Normal,128950,0,51,0
101,20,RL,,10603,Pave,2,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,28.0,1,2,PConc,1.0,2.0,1.0,4.0,1200,1.0,0,410,1610,GasA,3,1,SBrkr,0,0,1610,1,0,2,0,3,1,2,6,1,2,Attchd,1.0,480,2.0,2.0,2,168,68,0,0,0,0,0,2,WD,Normal,205000,1,9,0
102,60,RL,77.0,9206,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,336.0,2,2,CBlock,2.0,2.0,0.0,0.0,0,1.0,0,741,741,GasA,2,1,SBrkr,755,0,1732,0,0,2,1,3,1,2,7,1,1,Attchd,2.0,476,2.0,2.0,2,192,46,0,0,0,0,0,6,WD,Normal,178000,0,25,0
103,90,RL,64.0,7018,Pave,3,Bnk,AllPub,Inside,2,2,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,0.0,1,1,Slab,,,,,0,,0,0,0,GasA,2,1,SBrkr,0,0,1535,0,0,2,0,4,2,1,8,1,0,Attchd,0.0,410,2.0,2.0,2,0,0,0,0,0,0,0,6,WD,Alloca,118964,0,30,0
104,20,RL,94.0,10402,Pave,2,Lvl,AllPub,Corner,2,0,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1226,1226,GasA,4,1,SBrkr,0,0,1226,0,0,2,0,3,1,2,6,1,0,Attchd,1.0,740,2.0,2.0,2,0,36,0,0,0,0,0,5,WD,Normal,198900,0,1,0
105,50,RM,,7758,Pave,3,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,600.0,1,1,PConc,1.0,2.0,0.0,1.0,224,1.0,0,816,1040,GasA,4,1,FuseF,592,0,1818,0,0,1,1,4,1,1,7,1,2,Detchd,0.0,240,2.0,2.0,2,0,0,0,0,184,0,0,6,WD,Normal,169500,1,57,0
106,60,FV,75.0,9375,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,768.0,2,2,PConc,3.0,2.0,0.0,0.0,0,1.0,0,1053,1053,GasA,4,1,SBrkr,939,0,1992,0,0,2,1,3,1,2,9,1,1,Attchd,1.0,648,2.0,2.0,2,140,45,0,0,0,0,0,8,WD,Normal,250000,1,4,0
107,30,RM,60.0,10800,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,0.0,1,2,BrkTil,0.0,2.0,0.0,0.0,0,1.0,0,641,641,GasA,3,1,SBrkr,0,0,1047,0,0,1,0,2,1,1,6,1,0,Detchd,0.0,273,1.0,1.0,0,0,0,0,0,0,0,450,8,WD,Normal,100000,1,12,0
108,20,RM,50.0,6000,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,104,3.0,169,516,789,GasA,4,1,SBrkr,0,0,789,0,0,1,0,2,1,1,5,1,0,Detchd,0.0,250,2.0,2.0,2,0,0,0,0,0,0,0,4,WD,Partial,115000,1,58,0
109,50,RM,85.0,8500,Pave,3,Lvl,AllPub,Corner,2,2,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,793,793,GasW,2,0,FuseF,520,0,1517,0,0,2,0,3,1,0,7,1,0,,,0,,,0,0,0,144,0,0,0,0,8,WD,Normal,115000,1,2,0
110,20,RL,105.0,11751,Pave,2,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,480.0,1,2,CBlock,2.0,2.0,0.0,3.0,705,1.0,0,1139,1844,GasA,4,1,SBrkr,0,0,1844,0,0,2,0,3,1,1,7,1,1,Attchd,1.0,546,2.0,2.0,2,0,122,0,0,0,0,0,1,COD,Normal,190000,0,33,0
111,50,RL,75.0,9525,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,CBlock,1.0,1.0,0.0,2.0,444,1.0,0,550,994,GasA,3,1,SBrkr,639,0,1855,0,0,2,0,4,1,1,7,1,0,Attchd,0.0,325,2.0,2.0,2,182,0,0,0,0,0,0,10,WD,Normal,136900,1,34,0
112,80,RL,,7750,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,PConc,2.0,2.0,0.0,5.0,250,1.0,0,134,384,GasA,4,1,SBrkr,656,0,1430,0,0,2,1,3,1,1,7,1,1,BuiltIn,2.0,400,2.0,2.0,2,180,0,0,0,0,0,0,4,WD,Normal,180000,0,10,0
113,60,RL,77.0,9965,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,220.0,2,2,PConc,3.0,2.0,2.0,5.0,984,1.0,0,280,1264,GasA,4,1,SBrkr,1414,0,2696,1,0,2,1,4,1,3,10,1,1,BuiltIn,2.0,792,2.0,2.0,2,120,184,0,0,168,0,0,10,New,Partial,383970,0,0,1
114,20,RL,,21000,Pave,3,Bnk,AllPub,Corner,2,0,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,184.0,1,3,CBlock,2.0,2.0,1.0,4.0,35,2.0,869,905,1809,GasA,2,1,SBrkr,0,0,2259,1,0,2,0,3,1,2,7,1,2,Basment,0.0,450,2.0,2.0,2,166,120,192,0,0,0,0,10,COD,Abnorml,217000,0,54,0
115,70,RL,61.0,7259,Pave,2,Lvl,AllPub,Inside,1,0,Norm,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,774,0.0,150,104,1028,GasA,4,1,SBrkr,884,0,2320,1,0,2,1,3,1,2,9,1,1,Detchd,0.0,180,2.0,2.0,2,224,0,0,0,0,0,0,7,WD,Normal,259500,1,5,0
116,160,FV,34.0,3230,Pave,3,Lvl,AllPub,Corner,2,1,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,1129.0,1,2,PConc,2.0,2.0,0.0,5.0,419,1.0,0,310,729,GasA,3,1,SBrkr,729,0,1458,0,0,2,1,2,1,1,5,1,1,Detchd,0.0,440,2.0,2.0,2,0,32,0,0,0,0,0,6,WD,Normal,176000,0,8,0
117,20,RL,,11616,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,116.0,1,2,CBlock,1.0,2.0,0.0,1.0,170,3.0,670,252,1092,GasA,2,1,SBrkr,0,0,1092,0,1,1,0,3,1,1,6,1,1,Attchd,0.0,288,2.0,2.0,2,0,20,144,0,0,0,0,9,WD,Normal,139000,0,47,0
118,20,RL,74.0,8536,Pave,3,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1125,1125,GasA,3,1,SBrkr,0,0,1125,0,0,1,1,2,1,1,5,1,0,Attchd,0.0,430,2.0,2.0,2,80,64,0,0,0,0,0,4,New,Partial,155000,1,0,0
119,60,RL,90.0,12376,Pave,3,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,0.0,1,2,PConc,2.0,2.0,1.0,5.0,1470,1.0,0,203,1673,GasA,3,1,SBrkr,1523,0,3222,1,0,3,0,5,1,2,11,1,2,Attchd,0.0,594,2.0,2.0,2,367,0,0,0,0,0,0,5,WD,Normal,320000,0,20,0
120,60,RL,65.0,8461,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,728,728,GasA,4,1,SBrkr,728,0,1456,0,0,2,1,3,1,2,8,1,1,Attchd,2.0,390,2.0,2.0,2,0,24,0,0,0,0,0,7,New,Partial,163990,1,0,0
121,80,RL,,21453,Pave,2,Low,AllPub,CulDSac,0,3,Norm,Norm,1Fam,SLvl,6,5,Flat,Metal,Plywood,Plywood,0.0,1,2,CBlock,1.0,2.0,3.0,4.0,938,1.0,0,0,938,GasA,4,1,SBrkr,0,0,988,1,0,1,0,1,1,1,4,1,2,Attchd,0.0,540,2.0,2.0,2,0,130,0,130,0,0,0,10,WD,Normal,180000,0,37,0
122,50,RM,50.0,6060,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,0.0,1,2,PConc,1.0,2.0,0.0,0.0,0,1.0,0,732,732,GasA,3,1,SBrkr,351,0,1123,0,0,1,0,3,1,1,4,1,0,Detchd,0.0,264,2.0,2.0,1,0,0,140,0,0,0,0,6,WD,Normal,100000,1,57,0
