,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold,Remodeled,Age,Isnew
57,60,RL,89.0,11645,Pave,2,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,860,GasA,4,1,SBrkr,860,860,0,3,1,2,7,1,0,Attchd,1.0,565,2.0,2.0,2,0,0,0,WD,Normal,196500,2580,70,2.5,-0.8660254037844384,-0.5000000000000004,0,2,0
58,60,RL,66.0,13682,Pave,1,HLS,AllPub,CulDSac,2,StoneBr,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,VinylSd,VinylSd,2.0,1031.0,3,2,PConc,3.0,2.0,3.0,0.0,0,1.0,0,1410,GasA,4,1,SBrkr,1426,1519,0,3,1,2,10,1,1,BuiltIn,2.0,641,2.0,2.0,2,192,0,0,New,Partial,438780,4355,37,3.5,-0.8660254037844386,0.5000000000000001,0,0,1
59,20,RL,60.0,7200,Pave,3,Bnk,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,CBlock,1.0,2.0,2.0,4.0,632,1.0,0,148,GasA,4,1,SBrkr,780,0,0,2,1,1,4,1,0,Detchd,0.0,352,2.0,2.0,2,196,0,0,WD,Normal,124900,1560,0,1.0,0.5,0.8660254037844387,0,36,0
60,20,RL,63.0,13072,Pave,3,Lvl,AllPub,Inside,2,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,PConc,2.0,2.0,0.0,4.0,941,1.0,0,217,GasA,4,1,SBrkr,1158,0,0,3,1,2,5,1,0,Detchd,0.0,576,2.0,2.0,2,0,0,0,New,Partial,158000,2316,50,2.5,0.5,-0.8660254037844387,0,2,0
61,75,RM,60.0,7200,Pave,3,Lvl,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,BrkTil,1.0,1.0,0.0,0.0,0,1.0,0,530,GasA,2,0,SBrkr,581,530,0,3,1,0,6,1,0,Detchd,0.0,288,2.0,2.0,0,0,0,0,WD,Normal,101000,1641,144,1.0,1.0,6.123233995736766e-17,1,11,0
62,120,RL,44.0,6442,Pave,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,3.0,178.0,2,2,PConc,2.0,3.0,1.0,5.0,24,1.0,0,1346,GasA,4,1,SBrkr,1370,0,0,2,1,2,6,1,1,Attchd,1.0,484,2.0,2.0,2,120,0,0,WD,Normal,202500,2740,49,2.0,-0.8660254037844386,0.5000000000000001,0,1,0
63,70,RM,50.0,10300,Pave,2,Bnk,AllPub,Inside,2,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,576,GasA,3,1,SBrkr,902,808,0,3,1,1,9,1,0,Detchd,0.0,480,2.0,2.0,2,12,0,0,WD,Normal,140000,2286,75,2.0,0.8660254037844387,-0.4999999999999998,1,60,0
64,60,RL,,9375,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,573.0,1,2,PConc,2.0,2.0,0.0,5.0,739,1.0,0,318,GasA,4,1,SBrkr,1057,977,0,3,1,2,8,1,0,Attchd,1.0,645,2.0,2.0,2,576,0,0,WD,Normal,219500,3091,36,3.5,0.8660254037844386,0.5000000000000001,1,11,0
65,60,RL,76.0,9591,Pave,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,2.0,344.0,2,2,PConc,3.0,2.0,2.0,0.0,0,1.0,0,1143,GasA,4,1,SBrkr,1143,1330,0,4,1,2,9,1,1,BuiltIn,1.0,852,2.0,2.0,2,192,0,0,WD,Normal,317000,3616,151,2.5,-0.8660254037844386,0.5000000000000001,1,2,0
66,20,RL,,19900,Pave,3,Lvl,AllPub,Inside,2,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,2.0,287.0,1,2,CBlock,2.0,2.0,3.0,5.0,912,1.0,0,1035,GasA,2,1,SBrkr,2207,0,0,3,1,1,7,6,1,Attchd,1.0,576,2.0,2.0,2,301,0,0,WD,Normal,180000,4154,0,3.0,-0.4999999999999997,-0.8660254037844388,1,21,0
67,20,RL,72.0,10665,Pave,2,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,167.0,2,2,PConc,2.0,2.0,2.0,5.0,1013,1.0,0,440,GasA,4,1,SBrkr,1479,0,0,3,1,2,7,1,0,Attchd,1.0,558,2.0,2.0,2,144,0,0,WD,Normal,226000,2932,29,3.0,1.2246467991473532e-16,-1.0,0,4,0
68,30,RM,47.0,4608,Pave,3,Lvl,AllPub,Corner,2,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,3,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,747,GasA,2,1,SBrkr,747,0,0,2,1,1,4,1,0,Attchd,0.0,220,2.0,2.0,2,0,0,0,WD,Normal,80000,1494,0,1.0,1.2246467991473532e-16,-1.0,1,60,0
69,50,RL,81.0,15593,Pave,3,Lvl,AllPub,Corner,2,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,0.0,0.0,2,2,CBlock,1.0,2.0,0.0,3.0,603,1.0,0,701,GasW,2,1,SBrkr,1304,983,0,3,1,1,7,1,1,Attchd,2.0,667,2.0,2.0,2,0,0,0,WD,Normal,225000,3591,135,2.0,-0.4999999999999997,-0.8660254037844388,0,53,0
70,20,RL,95.0,13651,Pave,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,2.0,1115.0,1,3,CBlock,2.0,2.0,3.0,4.0,1880,1.0,0,343,GasA,4,1,SBrkr,2223,0,0,3,1,1,8,1,2,Attchd,2.0,516,2.0,2.0,2,300,0,0,WD,Normal,244000,4446,0,3.0,0.8660254037844386,0.5000000000000001,0,34,0
71,20,RL,69.0,7599,Pave,3,Lvl,AllPub,Corner,2,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,565,1.0,0,280,GasA,2,1,SBrkr,845,0,0,2,1,1,4,1,0,Detchd,0.0,360,2.0,2.0,2,0,0,0,WD,Normal,129500,1690,0,2.0,1.2246467991473532e-16,-1.0,1,1,0
72,60,RL,74.0,10141,Pave,2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,40.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,832,GasA,3,1,SBrkr,885,833,0,3,1,1,7,1,1,Attchd,2.0,427,2.0,2.0,2,0,0,0,WD,Normal,185000,2550,385,2.5,-2.4492935982947064e-16,1.0,0,11,0
73,20,RL,85.0,10200,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,2.0,104.0,1,2,CBlock,1.0,2.0,0.0,4.0,320,3.0,362,404,GasA,3,1,SBrkr,1086,0,0,3,1,1,6,1,0,Attchd,0.0,490,2.0,2.0,2,0,0,0,WD,Normal,144900,2172,0,2.0,0.5,-0.8660254037844387,1,7,0
74,50,RM,60.0,5790,Pave,3,Lvl,AllPub,Corner,2,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,CBlock,0.0,2.0,0.0,0.0,0,1.0,0,840,GasA,3,0,SBrkr,840,765,0,3,2,1,8,1,0,Detchd,0.0,379,2.0,2.0,2,0,0,0,WD,Normal,107400,2445,202,2.0,0.5,-0.8660254037844387,1,60,0
75,180,RM,21.0,1596,Pave,3,Lvl,AllPub,Inside,2,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,0.0,0.0,1,2,CBlock,2.0,2.0,3.0,5.0,462,1.0,0,0,GasA,2,1,SBrkr,526,462,0,2,1,1,5,1,0,BuiltIn,0.0,297,2.0,2.0,2,120,0,0,WD,Normal,91000,1450,101,2.0,-0.5000000000000004,0.8660254037844384,0,36,0
76,20,RL,,8475,Pave,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,228,1.0,0,724,GasA,4,1,FuseA,952,0,0,2,1,1,4,1,0,Detchd,0.0,283,2.0,2.0,2,0,0,0,WD,Normal,135750,1904,0,1.0,0.8660254037844387,-0.4999999999999998,0,52,0
77,50,RM,50.0,8635,Pave,3,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,336,5.0,41,295,GasA,2,1,SBrkr,1072,213,0,2,1,1,6,6,0,Detchd,0.0,240,2.0,2.0,2,0,0,0,WD,Normal,127000,1957,0,2.0,0.5,0.8660254037844387,1,7,0
78,90,RL,72.0,10778,Pave,3,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,1768,GasA,2,0,SBrkr,1768,0,0,4,2,1,8,1,0,,,0,,,2,0,0,0,WD,Normal,136500,3536,0,2.0,0.8660254037844387,-0.4999999999999998,0,42,0
79,50,RM,60.0,10440,Pave,3,Lvl,AllPub,Corner,2,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,PConc,1.0,2.0,0.0,0.0,0,1.0,0,440,GasA,3,1,SBrkr,682,548,0,2,1,1,5,1,0,Detchd,0.0,440,2.0,2.0,2,74,0,0,WD,Normal,110000,1670,128,1.5,0.5,-0.8660254037844387,1,28,0
80,60,RL,100.0,13000,Pave,3,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,2.0,576.0,1,3,CBlock,2.0,2.0,0.0,2.0,448,1.0,0,448,GasA,2,1,SBrkr,1182,960,0,4,1,2,8,1,1,Attchd,2.0,509,2.0,2.0,2,0,0,0,WD,Normal,193500,3038,324,2.5,1.2246467991473532e-16,-1.0,0,41,0
81,120,RM,32.0,4500,Pave,3,Lvl,AllPub,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,2.0,443.0,1,3,PConc,3.0,3.0,0.0,5.0,1201,1.0,0,36,GasA,4,1,SBrkr,1337,0,0,2,1,1,5,1,0,Attchd,2.0,405,2.0,2.0,2,0,0,0,WD,Normal,153500,2574,199,3.0,1.0,6.123233995736766e-17,0,8,0
82,20,RL,78.0,10206,Pave,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,3.0,468.0,1,2,PConc,2.0,2.0,0.0,5.0,33,1.0,0,1530,GasA,4,1,SBrkr,1563,0,0,3,1,2,6,1,1,Attchd,1.0,758,2.0,2.0,2,144,0,0,WD,Normal,245000,3126,99,2.0,-0.8660254037844386,0.5000000000000001,0,1,0
83,20,RL,80.0,8892,Pave,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,1.0,66.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,1065,GasA,3,1,SBrkr,1065,0,0,3,1,1,6,1,0,Detchd,0.0,461,2.0,2.0,2,74,0,0,COD,Normal,126500,2130,0,1.5,-0.4999999999999997,-0.8660254037844388,0,47,0
84,80,RL,,8530,Pave,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,2.0,22.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,384,GasA,3,1,SBrkr,804,670,0,3,1,1,7,1,1,BuiltIn,2.0,400,2.0,2.0,2,120,0,700,WD,Normal,168500,1858,72,2.5,0.5,-0.8660254037844387,1,13,0
85,60,RL,121.0,16059,Pave,3,Lvl,AllPub,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,2.0,284.0,2,2,CBlock,2.0,2.0,0.0,0.0,0,1.0,0,1288,GasA,4,1,SBrkr,1301,1116,0,4,1,2,9,1,1,Attchd,0.0,462,2.0,2.0,2,127,0,0,WD,Normal,260000,3705,82,2.5,0.8660254037844387,-0.4999999999999998,1,14,0
86,60,RL,122.0,11911,Pave,1,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,684,GasA,4,1,SBrkr,684,876,0,3,1,2,6,1,1,BuiltIn,2.0,400,2.0,2.0,2,100,0,0,WD,Normal,174000,2244,38,2.5,1.0,6.123233995736766e-17,0,4,0
87,160,FV,40.0,3951,Pave,3,Lvl,AllPub,Corner,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,3.0,76.0,2,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,612,GasA,4,1,SBrkr,612,612,0,2,1,2,4,1,0,Detchd,1.0,528,2.0,2.0,2,0,0,0,New,Partial,164500,1836,234,2.5,1.2246467991473532e-16,-1.0,0,0,1
88,50,C (all),105.0,8470,Pave,2,Lvl,AllPub,Corner,2,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,0.0,0.0,0,1,CBlock,1.0,1.0,0.0,0.0,0,1.0,0,1013,GasA,2,0,SBrkr,1013,0,513,2,1,0,6,1,0,,,0,,,0,0,0,0,ConLD,Abnorml,85000,2539,156,1.0,-0.8660254037844386,0.5000000000000001,1,27,0
89,20,RL,60.0,8070,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,PConc,2.0,2.0,0.0,5.0,588,1.0,0,402,GasA,4,1,SBrkr,990,0,0,3,1,1,5,1,0,,,0,,,2,0,0,0,WD,Normal,123600,1980,0,2.0,-0.8660254037844384,-0.5000000000000004,1,12,0
90,20,RL,60.0,7200,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,0.0,0.0,1,2,Slab,,,,,0,,0,0,GasA,2,1,FuseA,1040,0,0,2,1,1,4,1,0,Detchd,0.0,420,2.0,2.0,2,0,0,0,WD,Normal,109900,1040,29,1.0,-0.4999999999999997,-0.8660254037844388,0,56,0
91,20,RL,85.0,8500,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,1.0,203.0,1,2,CBlock,1.0,2.0,0.0,2.0,600,1.0,0,635,GasA,2,1,SBrkr,1235,0,0,2,1,1,6,1,0,Attchd,0.0,480,2.0,2.0,2,0,0,0,WD,Abnorml,98600,2470,0,1.0,-2.4492935982947064e-16,1.0,0,45,0
92,30,RL,80.0,13360,Pave,2,HLS,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,3,BrkTil,2.0,2.0,0.0,4.0,713,1.0,0,163,GasA,4,1,SBrkr,964,0,0,2,1,1,5,1,0,Detchd,0.0,432,2.0,2.0,2,0,0,0,WD,Normal,163500,1840,44,2.0,-0.8660254037844384,-0.5000000000000004,1,3,0
93,190,C (all),60.0,7200,Pave,3,Lvl,AllPub,Corner,2,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,BrkTil,1.0,1.0,1.0,2.0,1046,1.0,0,168,GasW,4,0,SBrkr,1260,1031,0,4,2,1,9,1,1,Detchd,0.0,506,2.0,2.0,2,0,0,0,WD,Normal,133900,3505,99,2.5,-0.5000000000000004,0.8660254037844384,1,9,0
94,60,RL,69.0,9337,Pave,2,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,3,PConc,2.0,2.0,0.0,5.0,648,1.0,0,176,GasA,4,1,SBrkr,905,881,0,3,1,2,7,1,0,Attchd,1.0,684,2.0,2.0,2,0,0,0,WD,Normal,204750,2610,162,3.5,0.5,-0.8660254037844387,0,10,0
95,60,RL,,9765,Pave,1,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,2.0,68.0,3,3,PConc,2.0,3.0,0.0,4.0,310,1.0,0,370,GasA,3,1,SBrkr,680,790,0,3,1,1,6,1,1,BuiltIn,2.0,420,2.0,2.0,2,232,0,480,WD,Normal,185000,2150,63,2.5,0.8660254037844387,-0.4999999999999998,0,16,0
96,20,RL,78.0,10264,Pave,2,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,183.0,2,2,PConc,2.0,2.0,2.0,4.0,1162,1.0,0,426,GasA,4,1,SBrkr,1588,0,0,3,1,2,6,1,0,Attchd,1.0,472,2.0,2.0,2,158,0,0,WD,Normal,214000,3176,29,2.0,-0.8660254037844384,-0.5000000000000004,0,7,0
97,20,RL,73.0,10921,Pave,3,HLS,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,2.0,48.0,1,2,CBlock,1.0,2.0,0.0,2.0,520,1.0,0,440,GasA,2,1,FuseF,960,0,0,3,1,1,6,1,0,Attchd,2.0,432,2.0,2.0,1,120,0,0,WD,Normal,94750,1920,0,2.0,0.5,-0.8660254037844387,0,42,0
98,30,RL,85.0,10625,Pave,3,Lvl,AllPub,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,4.0,108,1.0,0,350,GasA,1,0,SBrkr,835,0,0,2,1,1,5,1,0,Basment,0.0,366,1.0,2.0,2,0,0,400,COD,Abnorml,83000,1293,77,1.0,0.5,-0.8660254037844387,1,60,0
99,20,RL,77.0,9320,Pave,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,569,1.0,0,381,GasA,1,1,SBrkr,1225,0,0,3,1,1,6,1,0,,,0,,,2,352,0,400,WD,Normal,128950,2175,0,2.5,0.5,0.8660254037844387,0,51,0
100,20,RL,,10603,Pave,2,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,2.0,28.0,1,2,PConc,1.0,2.0,1.0,4.0,1200,1.0,0,410,GasA,3,1,SBrkr,1610,0,0,3,1,2,6,1,2,Attchd,1.0,480,2.0,2.0,2,168,0,0,WD,Normal,205000,3220,68,3.0,0.8660254037844386,0.5000000000000001,1,9,0
101,60,RL,77.0,9206,Pave,3,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,2.0,336.0,2,2,CBlock,2.0,2.0,0.0,0.0,0,1.0,0,741,GasA,2,1,SBrkr,977,755,0,3,1,2,7,1,1,Attchd,2.0,476,2.0,2.0,2,192,0,0,WD,Normal,178000,2473,46,2.5,1.2246467991473532e-16,-1.0,0,25,0
102,90,RL,64.0,7018,Pave,3,Bnk,AllPub,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,1,1,Slab,,,,,0,,0,0,GasA,2,1,SBrkr,1535,0,0,4,2,1,8,1,0,Attchd,0.0,410,2.0,2.0,2,0,0,0,WD,Alloca,118964,1535,0,2.0,1.2246467991473532e-16,-1.0,0,30,0
103,20,RL,94.0,10402,Pave,2,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1226,GasA,4,1,SBrkr,1226,0,0,3,1,2,6,1,0,Attchd,1.0,740,2.0,2.0,2,0,0,0,WD,Normal,198900,2452,36,2.0,0.5,-0.8660254037844387,0,1,0
104,50,RM,,7758,Pave,3,Lvl,AllPub,Corner,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,2.0,600.0,1,1,PConc,1.0,2.0,0.0,1.0,224,1.0,0,816,GasA,4,1,FuseF,1226,592,0,4,1,1,7,1,2,Detchd,0.0,240,2.0,2.0,2,0,0,0,WD,Normal,169500,2858,184,1.5,1.2246467991473532e-16,-1.0,1,57,0
105,60,FV,75.0,9375,Pave,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,2.0,768.0,2,2,PConc,3.0,2.0,0.0,0.0,0,1.0,0,1053,GasA,4,1,SBrkr,1053,939,0,3,1,2,9,1,1,Attchd,1.0,648,2.0,2.0,2,140,0,0,WD,Normal,250000,3045,45,2.5,-0.8660254037844384,-0.5000000000000004,1,4,0
106,30,RM,60.0,10800,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,BrkTil,0.0,2.0,0.0,0.0,0,1.0,0,641,GasA,3,1,SBrkr,1047,0,0,2,1,1,6,1,0,Detchd,0.0,273,1.0,1.0,0,0,0,450,WD,Normal,100000,1688,0,1.0,-0.8660254037844384,-0.5000000000000004,1,12,0
107,20,RM,50.0,6000,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,104,3.0,169,516,GasA,4,1,SBrkr,789,0,0,2,1,1,5,1,0,Detchd,0.0,250,2.0,2.0,2,0,0,0,WD,Partial,115000,1578,0,1.0,0.8660254037844387,-0.4999999999999998,1,58,0
108,50,RM,85.0,8500,Pave,3,Lvl,AllPub,Corner,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,793,GasW,2,0,FuseF,997,520,0,3,1,0,7,1,0,,,0,,,0,0,0,0,WD,Normal,115000,2310,144,2.0,-0.8660254037844384,-0.5000000000000004,1,2,0
109,20,RL,105.0,11751,Pave,2,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,2.0,480.0,1,2,CBlock,2.0,2.0,0.0,3.0,705,1.0,0,1139,GasA,4,1,SBrkr,1844,0,0,3,1,1,7,1,1,Attchd,1.0,546,2.0,2.0,2,0,0,0,COD,Normal,190000,3688,122,2.0,0.5,0.8660254037844387,0,33,0
110,50,RL,75.0,9525,Pave,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,CBlock,1.0,1.0,0.0,2.0,444,1.0,0,550,GasA,3,1,SBrkr,1216,639,0,4,1,1,7,1,0,Attchd,0.0,325,2.0,2.0,2,182,0,0,WD,Normal,136900,2849,0,2.0,-0.8660254037844386,0.5000000000000001,1,34,0
111,80,RL,,7750,Pave,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,PConc,2.0,2.0,0.0,5.0,250,1.0,0,134,GasA,4,1,SBrkr,774,656,0,3,1,1,7,1,1,BuiltIn,2.0,400,2.0,2.0,2,180,0,0,WD,Normal,180000,1814,0,2.5,0.8660254037844387,-0.4999999999999998,0,10,0
112,60,RL,77.0,9965,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,3.0,220.0,2,2,PConc,3.0,2.0,2.0,5.0,984,1.0,0,280,GasA,4,1,SBrkr,1282,1414,0,4,1,3,10,1,1,BuiltIn,2.0,792,2.0,2.0,2,120,0,0,New,Partial,383970,3960,352,3.5,-0.8660254037844386,0.5000000000000001,0,0,1
113,20,RL,,21000,Pave,3,Bnk,AllPub,Corner,2,Crawfor,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,2.0,184.0,1,3,CBlock,2.0,2.0,1.0,4.0,35,2.0,869,905,GasA,2,1,SBrkr,2259,0,0,3,1,2,7,1,2,Basment,0.0,450,2.0,2.0,2,166,0,0,COD,Abnorml,217000,4068,312,3.0,-0.8660254037844386,0.5000000000000001,0,54,0
114,70,RL,61.0,7259,Pave,2,Lvl,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,774,0.0,150,104,GasA,4,1,SBrkr,1436,884,0,3,1,2,9,1,1,Detchd,0.0,180,2.0,2.0,2,224,0,0,WD,Normal,259500,3348,0,3.5,-0.4999999999999997,-0.8660254037844388,1,5,0
115,160,FV,34.0,3230,Pave,3,Lvl,AllPub,Corner,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,2.0,1129.0,1,2,PConc,2.0,2.0,0.0,5.0,419,1.0,0,310,GasA,3,1,SBrkr,729,729,0,2,1,1,5,1,1,Detchd,0.0,440,2.0,2.0,2,0,0,0,WD,Normal,176000,2187,32,2.5,1.2246467991473532e-16,-1.0,0,8,0
